,time,value
0,0,-1.1816373998610399
1,1,-1.1833325612987438
2,2,-1.186573543775825
3,3,-1.014026338834664
4,4,-1.0625876999887183
5,5,-0.8316029619153777
6,6,-0.6152666912591841
7,7,-0.7423092022001045
8,8,-0.6358192933471127
9,9,-0.624307955642018
10,10,-0.593989604775359
11,11,-0.33267216651832404
12,12,-0.24517120813876955
13,13,-0.023871612942859985
14,14,-0.18516084458786225
15,15,-0.4509137907584872
16,16,-0.6027776999871272
17,17,-0.593900689152138
18,18,-0.6321531936112964
19,19,-0.4383945007343955
20,20,-0.35819358108846955
21,21,-0.3863795510882556
22,22,-0.382002539037964
23,23,-0.28278323744381706
24,24,-0.1540474945602015
25,25,-0.2018425234791838
26,26,-0.22986300987794872
27,27,-0.344706470187784
28,28,-0.351320794505619
29,29,-0.2475799307911038
30,30,-0.27109979997956185
31,31,-0.27395239101343943
32,32,-0.1699874037242982
33,33,-0.178080204093945
34,34,-0.18121876409814577
35,35,-0.23616242772853696
36,36,-0.32955087303583547
37,37,-0.403942274528137
38,38,-0.2879664254865553
39,39,-0.23602133261178485
40,40,-0.3183504857809935
41,41,-0.3294099451013154
42,42,-0.30001969817961555
43,43,-0.3922081458559835
44,44,-0.43150574985838325
45,45,-0.41207762179354235
46,46,-0.40058337672584476
47,47,-0.3546336269850443
48,48,-0.114519187598403
49,49,-0.082016986797455
50,50,-0.15942284482789196
51,51,-0.03300749167819688
52,52,0.2100606418792254
53,53,0.22626637263894053
54,54,0.3569279822398733
55,55,0.4863334325856964
56,56,0.5651801051274646
57,57,0.588622285045536
58,58,0.8569539469295204
59,59,0.8416054510790985
60,60,1.018529593709622
61,61,1.0409402411303466
62,62,0.9399345211705455
63,63,1.1542379389000954
64,64,1.067955092527089
65,65,0.9488801464407861
66,66,0.8379066236138689
67,67,0.8863634754261314
68,68,0.8200415050762045
69,69,0.9956478201939478
70,70,0.8551767988571657
71,71,0.8306364863117711
72,72,0.7789713731592396
73,73,0.8554199369786811
74,74,1.030321142986436
75,75,1.0017312863594126
76,76,1.0840861821764403
77,77,1.0595146195559875
78,78,0.9840975631557777
79,79,0.9742897654672852
80,80,0.8672663817366558
81,81,0.884509234634465
82,82,1.0609042905958364
83,83,1.2284896896406052
84,84,1.2170847497091082
85,85,1.110290962020897
86,86,1.1245261049095976
87,87,0.9820170148568322
88,88,1.1025673468701558
89,89,0.9034469378763418
90,90,0.8109000168616773
91,91,1.0179430982688868
92,92,1.106943540483934
93,93,1.0816287009562322
94,94,0.9463026108812037
95,95,0.8139730858297685
96,96,0.8287723087001019
97,97,0.8353481545676398
98,98,1.0435439136528861
99,99,1.01888428796177
100,100,0.9678353351430964
101,101,0.9893470525233994
102,102,1.106967182837254
103,103,1.3221391794079258
104,104,1.4271313144649012
105,105,1.4587118313379377
106,106,1.383726944615711
107,107,1.408472422085945
108,108,1.4335142159962273
109,109,1.399486941531849
110,110,1.4124370381048457
111,111,1.4936222376050632
112,112,1.5040462053470018
113,113,1.5959617415930651
114,114,1.6257811990815707
115,115,1.5741377510953272
116,116,1.5127490014043659
117,117,1.4270104204178748
118,118,1.3697808125756423
119,119,1.523872579792629
120,120,1.5490244626196634
121,121,1.6026080769354316
122,122,1.5474808772932132
123,123,1.6171439204980977
124,124,1.486073620625666
125,125,1.546978163226426
126,126,1.617872114040728
127,127,1.4680921305246026
128,128,1.3591095989425113
129,129,1.5038255111903194
130,130,1.4171757228374942
131,131,1.318668757727126
132,132,1.3513953534660559
133,133,1.4287407054585912
134,134,1.2501619679765625
135,135,1.280505668039435
136,136,1.3921888162904
137,137,1.2339392162207437
138,138,1.157178262884983
139,139,1.0831928466302303
140,140,1.1526579036117253
141,141,1.0787726586122393
142,142,0.936402641591584
143,143,0.9148882278996857
144,144,0.9165716395814887
145,145,0.8672156462294781
146,146,0.7747489074821368
147,147,0.7134448567623587
148,148,0.6560132429926588
149,149,0.8349752982178347
150,150,0.5786303194656619
151,151,0.24955754051884219
152,152,0.3687917809933854
153,153,0.30004234899003795
154,154,0.3252259866346895
155,155,0.3799883873488946
156,156,0.3451450378908388
157,157,0.43388241431812186
158,158,0.5929955905872603
159,159,0.4824609932862762
160,160,0.5518355065670488
161,161,0.5017259891327158
162,162,0.5198952405337881
163,163,0.5201054504403033
164,164,0.5375782601498702
165,165,0.6180148130992758
166,166,0.744752190578831
167,167,0.828800084603979
168,168,0.765046340102876
169,169,0.5474770052153296
170,170,0.590788414806071
171,171,0.49803200280090754
172,172,0.536293418569359
173,173,0.5437443351736365
174,174,0.5221151988117847
175,175,0.5224822557294451
176,176,0.7478226259270495
177,177,0.7443493509915713
178,178,0.5565022965166967
179,179,0.4120759298722463
180,180,0.4298115683727491
181,181,0.36838090856342937
182,182,0.45164218866648576
183,183,0.3698728894317696
184,184,0.2399832950021428
185,185,0.2850652361409816
186,186,0.30181784892339525
187,187,0.21737951347459403
188,188,0.2590448800683422
189,189,0.38019846519101996
190,190,0.6014242436391806
191,191,0.5855292177996337
192,192,0.7716171744147363
193,193,0.823269706171031
194,194,0.6867641787521694
