,time,value
0,0,0.016826466859480603
1,1,0.0055414229347718206
2,3,-0.056712306215246824
3,4,-0.013878103755304814
4,5,-0.024233823143223622
5,7,0.0020239448484078125
6,8,-0.00755974134175118
7,9,0.027897812894888907
8,10,0.009756704935142649
9,11,-0.04365456711022522
10,12,-0.005271507604181572
11,13,-0.0013199548308656245
12,14,-0.012864865802587956
13,15,-0.018695877229750572
14,17,0.04853223516103468
15,20,0.004261468960352111
16,21,0.05079782240605846
17,25,0.011252438499038562
18,26,0.0444224160247246
19,30,-0.0010528680808885795
20,31,0.000918467830479436
21,33,0.03738093092597308
22,34,0.08294701354610907
23,35,0.06136830971621839
24,36,0.029003098734028288
25,38,0.05585795080264512
26,39,-0.04003087610503397
27,40,-0.023151263424184835
28,41,-0.006688256034246669
29,43,0.04266994304476693
30,45,-0.016329284579201016
31,46,0.004065417496902871
32,47,-0.03746663941368897
33,48,0.014415087054084353
34,50,0.03756172075110197
35,51,-0.006458364050220027
36,52,-0.01962923588969484
37,53,-0.02376492649042956
38,56,0.011271056074847938
39,58,0.019034471286848265
40,61,-0.02431024226689699
41,62,-0.02547337534692542
42,63,-0.013735452947579727
43,64,-0.00038168833598862053
44,65,-0.01015725358989053
45,66,0.025147545212042346
46,67,0.025240679304906276
47,69,0.018494517314654325
48,70,0.011019692979293972
49,71,0.022291033466384128
50,73,-0.01792140515426172
51,74,0.020341571079433084
52,75,0.037439529161683666
53,77,-0.06624983746696739
54,78,-0.023973649858177182
55,79,-0.045847648531636
56,81,0.006573498826833765
57,82,0.0005036486746880886
58,83,0.0060742645066332035
59,84,0.01229278839384856
60,85,-0.034207558617764304
61,86,-0.005384003931895034
62,90,-0.011631867400949276
63,91,-0.0026263936411208633
64,92,-0.011256264724388532
65,93,-0.024277590319221193
66,94,-0.02942524590344683
67,95,-0.006786053418333261
68,97,-0.008265370320344106
69,98,-0.012744061221967183
70,101,-0.04123725257719496
71,103,0.0035265160213185575
72,104,-0.004932620480019107
73,105,0.0066367400651248494
74,106,0.010702708945879831
75,107,-0.08191259019034647
76,108,-0.03462035675491131
77,109,-0.027666623220119906
78,111,-0.04143338981443047
79,112,-0.014889325172343967
80,114,0.02104760085316679
81,115,-0.009466649960263843
82,116,-0.03388836748793762
83,117,-0.054990485862441985
84,118,-0.04866027491568042
85,119,-0.04077757075305871
86,120,-0.0137301516351123
87,121,-0.011019615813108764
88,122,-0.01840360930594745
89,123,-0.03332774843932145
90,124,-0.016100830017452574
91,126,-0.019481063696592638
92,127,-0.03357866630944228
93,128,-0.03003855769017934
94,130,-0.034756054634648856
95,131,-0.027920670904210788
96,134,-0.000187912943208822
97,136,0.0022201160828833172
98,138,0.010480099915139362
99,140,0.04278287048199555
100,141,-0.02189764571054395
101,142,-0.01932528041998926
102,143,0.03470018945872844
103,145,0.03590565220271923
104,146,0.017048522138328533
105,147,-0.004345726019903462
106,150,0.030078700625742954
107,151,0.04749630947519736
108,152,0.03260508189222125
109,153,-0.01907569497214148
110,154,-0.006369068575183875
111,155,-0.002647975213668023
112,156,-0.01899135733045158
113,157,-0.01739637573557559
114,158,-0.04478450304720725
115,159,0.0327146276590039
116,160,-0.0488929479826821
117,161,0.005128304721483845
118,162,-0.029725648592511908
119,163,-0.027691619724010626
120,164,-0.10103800441005188
121,166,-0.03287258826862498
122,167,0.02929811878419372
123,168,0.0279936643297659
124,169,0.00016039190231642575
125,171,0.020073615505788213
126,173,0.007988728106252396
127,174,0.016277006571286307
128,175,-0.014173429780323262
129,176,-0.029380762498650004
130,177,-0.020582771446487975
131,179,-0.11891060259760625
132,182,-0.014695868404657465
133,185,-0.012086316419961654
134,187,-0.03337844766820497
135,189,-0.02756741449649622
136,190,-0.052494721718379114
137,191,0.007916602694499687
138,192,-0.0009522872159184211
139,193,-0.04280398224232016
140,194,0.008294815808499612
141,195,0.018754062679300347
142,196,0.02997008747687268
143,197,0.037550338929507716
144,198,0.05319681142744749
145,199,0.06218571434053223
146,201,0.025252905640458304
147,202,-0.03687250148550435
148,204,-0.02641147030895458
149,206,-0.015559203884093462
150,207,-0.023288402808830884
151,209,-0.0076533148723142925
152,211,-0.03856268831960549
153,212,-0.040980502615037835
154,213,-0.053075131597470064
155,215,-0.027599987260769135
156,216,-0.06275451262748119
157,217,-0.05620389502242743
158,218,0.03330000723890389
159,219,-0.026046689297061356
160,220,-0.045240138359752005
161,222,-0.027594092907697727
162,223,-0.022361920144780507
163,224,-0.03144952004160699
164,225,-0.030892145377972455
165,226,0.008753770241882801
166,228,-0.047152202530877846
167,230,0.0019201369634558496
168,231,-0.04573141577224436
169,232,-0.02954733576983199
170,234,0.03351874444517874
171,235,-0.004215291207221572
172,236,0.030545145000499024
173,238,0.012519585327813755
174,240,0.04179961041852709
175,241,0.03132265748223583
176,243,-0.0011129978922014274
177,244,-0.050136406266253465
178,245,-0.002801904542746941
179,246,0.024184646960691645
180,247,0.015069043645084159
181,248,0.03668536418720343
182,249,0.03796199260288826
183,250,-0.014675998950481153
184,251,0.01824680038309478
185,252,0.012247714176221274
186,254,0.024863354552865556
187,255,-0.014791222597196858
188,256,0.004550765844817962
189,258,0.014049653063619208
190,259,-0.03762208061668653
191,260,-0.005560761247877937
192,261,-0.00040202901802471126
193,263,0.026783283006112674
194,264,0.04367481561140924
195,265,-0.0576356167628328
196,266,0.023127087203709984
197,268,-0.03417673960576843
198,271,-0.007614317240466791
199,272,-0.04882886899216596
200,273,-0.019160864580673072
201,274,0.022751179330697046
202,278,0.04167826085894707
203,280,-0.026062795478221438
204,282,0.010924466520265177
205,283,-0.01849689059361368
206,284,-0.037172035168021915
207,286,-0.014971072307119037
208,287,0.010349907187540062
209,289,-0.0022531488200262543
210,290,0.027232396579562432
211,291,0.052142205205031975
212,294,0.002161139327278976
213,295,0.022877909385014564
