,time,value
0,0,0.018079208303079627
1,1,0.010260498868022662
2,2,-0.05242851396716131
3,3,-0.05265127955040032
4,4,-0.006659573566399645
5,5,-0.021697715498521192
6,6,-0.001959072125950775
7,7,0.003208915703340492
8,8,-0.009819665542448664
9,9,0.029101913130996884
10,10,0.010611133525749545
11,11,-0.04716960789806086
12,12,-0.003946946894857602
13,13,-0.0012838950032130416
14,14,-0.014903467483970027
15,15,-0.023910940274454427
16,16,0.009804701059288157
17,17,0.042450681188203866
18,18,0.019184456779975753
19,19,0.005882090867451403
20,20,-0.00888061612098536
21,21,0.04066205446519009
22,22,0.03404761784108831
23,23,0.02069070096545082
24,24,0.031326965454736976
25,25,-0.002209320871062335
26,26,0.03857972499422823
27,27,-0.04423754525783852
28,28,0.00529587116122487
29,29,0.057617632806253045
30,30,-0.013741186329219323
31,31,-0.010712957305401772
32,32,0.01750103765826149
33,33,0.02241458829228309
34,34,0.07127572781020883
35,35,0.048933830293098564
36,36,0.019835813886480372
37,37,-0.04763609370686881
38,38,0.05835692068343061
39,39,-0.04683020234577982
40,40,-0.024561053085170974
41,41,-0.007083006307482247
42,42,-0.02012419464599295
43,43,0.04335089708688272
44,44,0.007938095225612382
45,45,-0.019640364083208246
46,46,0.005755552111759599
47,47,-0.04150516995816343
48,48,0.015902361473670405
49,49,-0.008375482771027098
50,50,0.038848793617763874
51,51,-0.008912350652931004
52,52,-0.020740911904474517
53,53,-0.026057569009577036
54,54,0.003186288642045108
55,55,0.023141254173292714
56,56,0.004172028135611772
57,57,0.041810120815939135
58,58,0.012711694212491036
59,59,0.019232617439989712
60,60,0.008074837327235443
61,61,-0.025467714478261162
62,62,-0.024925466807732995
63,63,-0.01281614569030068
64,64,0.00046157243145150597
65,65,-0.013306845617662247
66,66,0.023696509091449828
67,67,0.02189987694200807
68,68,0.01235816065853289
69,69,0.015203221555533534
70,70,0.00733648140993968
71,71,0.021551081407932573
72,72,0.0002000782963804575
73,73,-0.02021740538836832
74,74,0.02220031177828282
75,75,0.04417902014033818
76,76,-0.03956996408952965
77,77,-0.06119405588875335
78,78,-0.013801780988116708
79,79,-0.043101848732615466
80,80,0.034518233386293576
81,81,0.00933577098065254
82,82,0.0029534456018679533
